"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2016-03-29,8,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2016-04-02,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-04-02,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-04-02,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-04-02,4,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2016-04-02,5,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2016-04-02,6,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2016-04-02,7,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2016-04-02,8,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2016-04-10,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-04-10,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-04-10,3,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2016-04-10,4,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-04-10,5,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-04-10,6,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-04-10,7,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-04-10,8,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-04-16,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-04-16,2,85,,5,,"85 lb || 5 reps","47"
"Barbell Squat",2016-04-16,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-04-16,4,185,,1,,"185 lb || 1 reps","50"
"Barbell Squat",2016-04-16,5,225,,1,,"225 lb || 1 reps","66"
"Barbell Squat",2016-04-16,6,255,,1,,"255 lb || 1 reps","81"
"Barbell Squat",2016-04-19,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-04-19,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-04-19,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-04-19,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-04-19,5,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2016-04-19,6,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2016-04-19,7,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2016-05-03,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-03,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-05-03,3,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2016-05-03,4,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2016-05-03,5,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2016-05-03,6,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2016-05-03,7,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2016-05-08,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-08,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-08,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-05-08,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2016-05-08,5,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2016-05-08,6,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2016-05-14,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-14,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-14,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-05-14,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-05-14,5,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-05-14,6,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-05-14,7,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2016-05-17,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-17,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-05-17,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-05-17,4,190,,5,,"190 lb || 5 reps","95"
"Barbell Squat",2016-05-17,5,190,,5,,"190 lb || 5 reps","95"
"Barbell Squat",2016-05-17,6,190,,5,,"190 lb || 5 reps","95"
"Barbell Squat",2016-05-22,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-22,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-05-22,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-05-22,4,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2016-05-22,5,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2016-05-22,6,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2016-05-30,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-30,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-30,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2016-05-30,4,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2016-05-30,5,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2016-05-30,6,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2016-05-30,7,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2016-05-30,8,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2016-05-30,9,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2017-01-05,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-01-05,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-01-05,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-01-05,4,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-01-05,5,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-01-12,1,50,,5,,"50 lb || 5 reps","37"
"Barbell Squat",2017-01-12,2,50,,5,,"50 lb || 5 reps","37"
"Barbell Squat",2017-01-12,3,50,,5,,"50 lb || 5 reps","37"
"Barbell Squat",2017-01-12,4,50,,5,,"50 lb || 5 reps","37"
"Barbell Squat",2017-01-12,5,50,,5,,"50 lb || 5 reps","37"
"Barbell Squat",2017-01-16,1,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2017-01-16,2,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2017-01-16,3,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2017-01-16,4,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2017-01-16,5,55,,5,,"55 lb || 5 reps","38"
"Barbell Squat",2017-01-25,1,60,,5,,"60 lb || 5 reps","39"
"Barbell Squat",2017-01-25,2,60,,5,,"60 lb || 5 reps","39"
"Barbell Squat",2017-01-25,3,60,,5,,"60 lb || 5 reps","39"
"Barbell Squat",2017-01-25,4,60,,5,,"60 lb || 5 reps","39"
"Barbell Squat",2017-01-25,5,60,,5,,"60 lb || 5 reps","39"
"Barbell Squat",2017-02-04,1,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-02-04,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-02-04,3,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-02-04,4,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-02-04,5,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-02-14,1,70,,5,,"70 lb || 5 reps","42"
"Barbell Squat",2017-02-14,2,70,,5,,"70 lb || 5 reps","42"
"Barbell Squat",2017-02-14,3,70,,5,,"70 lb || 5 reps","42"
"Barbell Squat",2017-02-14,4,70,,5,,"70 lb || 5 reps","42"
"Barbell Squat",2017-02-14,5,70,,5,,"70 lb || 5 reps","42"
"Barbell Squat",2017-06-19,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-19,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-19,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-19,4,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-19,5,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-21,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-21,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-06-21,3,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-06-21,4,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-06-21,5,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-06-21,6,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-06-24,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-24,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-06-24,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-06-24,4,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-06-24,5,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-06-24,6,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-06-26,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-06-26,2,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-06-26,3,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-06-26,4,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-06-26,5,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-06-26,6,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-07-03,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-07-03,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-07-03,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-03,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-03,5,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-03,6,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-03,7,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-10,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-07-10,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-07-10,3,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-07-10,4,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-07-10,5,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-07-10,6,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-07-10,7,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-07-13,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-07-13,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-07-13,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-13,4,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2017-07-13,5,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2017-07-13,6,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2017-07-15,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-07-15,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-07-15,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-07-18,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-07-18,2,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-07-18,3,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2017-07-18,4,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2017-07-18,5,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2017-07-18,6,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2017-10-06,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-06,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-06,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-06,4,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-06,5,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-09,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-09,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-09,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-09,4,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-09,5,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-11,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-11,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-10-11,3,85,,5,,"85 lb || 5 reps","47"
"Barbell Squat",2017-10-11,4,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-10-11,5,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-10-11,6,115,,5,,"115 lb || 5 reps","57"
"Barbell Squat",2017-10-13,7,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-13,8,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-10-13,9,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-10-13,10,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-10-13,11,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-10-16,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-16,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-16,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-10-16,4,145,,5,,"145 lb || 5 reps","70"
"Barbell Squat",2017-10-16,5,145,,5,,"145 lb || 5 reps","70"
"Barbell Squat",2017-10-16,6,145,,5,,"145 lb || 5 reps","70"
"Barbell Squat",2017-10-17,7,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-17,8,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-10-17,9,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-10-17,10,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-10-17,11,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2017-10-29,7,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-29,8,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-10-29,9,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-10-29,10,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-10-29,11,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2017-10-29,12,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2017-10-29,13,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2017-11-03,8,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-03,9,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-03,10,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-11-03,11,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-11-03,12,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2017-11-03,13,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2017-11-03,14,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2017-11-05,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-05,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-05,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-11-05,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2017-11-05,5,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2017-11-05,6,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2017-11-05,7,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2017-11-08,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-08,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-08,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-11-08,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2017-11-08,5,155,,2,,"155 lb || 2 reps","51"
"Barbell Squat",2017-11-08,6,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2017-11-08,7,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2017-11-08,8,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2017-11-18,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-18,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-18,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2017-11-18,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2017-11-18,5,155,,2,,"155 lb || 2 reps","51"
"Barbell Squat",2017-11-18,6,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2017-11-18,7,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2017-11-18,8,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2017-11-21,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-21,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2017-11-24,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-24,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2017-11-24,3,105,,5,,"105 lb || 5 reps","54"
"Barbell Squat",2018-03-14,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-04-30,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-04-30,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-04-30,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-05-02,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-05-02,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-05-02,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-05-05,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-05-05,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-05-05,3,95,,3,,"95 lb || 3 reps","40"
"Barbell Squat",2018-05-05,4,110,,5,,"110 lb || 5 reps","55"
"Barbell Squat",2018-05-05,5,125,,5,,"125 lb || 5 reps","61"
"Barbell Squat",2018-05-05,6,140,,10,,"140 lb || 10 reps","80"
"Barbell Squat",2018-05-05,7,85,,10,,"85 lb || 10 reps","55"
"Barbell Squat",2018-06-18,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-18,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-18,3,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-21,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-21,2,65,,5,,"65 lb || 5 reps","41"
"Barbell Squat",2018-06-21,3,85,,5,,"85 lb || 5 reps","47"
"Barbell Squat",2018-06-21,4,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-06-25,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-25,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-25,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-06-25,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2018-06-25,5,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2018-06-27,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-27,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-27,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-06-27,4,125,,5,,"125 lb || 5 reps","61"
"Barbell Squat",2018-06-27,5,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2018-06-27,6,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2018-06-27,7,155,,5,,"155 lb || 5 reps","75"
"Barbell Squat",2018-06-29,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-29,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-06-29,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-06-29,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-06-29,5,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2018-06-29,6,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2018-06-29,7,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2018-07-02,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-02,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-02,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-02,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-02,5,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2018-07-02,6,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2018-07-02,7,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2018-07-04,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-04,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-04,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-04,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-04,5,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2018-07-04,6,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2018-07-04,7,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2018-07-08,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-08,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-08,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-08,4,115,,3,,"115 lb || 3 reps","46"
"Barbell Squat",2018-07-08,5,155,,2,,"155 lb || 2 reps","51"
"Barbell Squat",2018-07-08,6,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2018-07-08,7,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2018-07-08,8,195,,5,,"195 lb || 5 reps","99"
"Barbell Squat",2018-07-09,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-09,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-09,3,75,,5,,"75 lb || 5 reps","44"
"Barbell Squat",2018-07-09,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-09,5,155,,2,,"155 lb || 2 reps","51"
"Barbell Squat",2018-07-09,6,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2018-07-09,7,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2018-07-09,8,200,,5,,"200 lb || 5 reps","102"
"Barbell Squat",2018-07-11,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-11,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-11,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-11,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-11,5,165,,2,,"165 lb || 2 reps","54"
"Barbell Squat",2018-07-11,6,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2018-07-11,7,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2018-07-11,8,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2018-07-13,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-13,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-13,3,75,,5,,"75 lb || 5 reps","44"
"Barbell Squat",2018-07-13,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-13,5,165,,2,,"165 lb || 2 reps","54"
"Barbell Squat",2018-07-13,6,210,,5,,"210 lb || 5 reps","109"
"Barbell Squat",2018-07-13,7,210,,5,,"210 lb || 5 reps","109"
"Barbell Squat",2018-07-13,8,210,,5,,"210 lb || 5 reps","109"
"Barbell Squat",2018-07-17,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-17,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-17,3,85,,5,,"85 lb || 5 reps","47"
"Barbell Squat",2018-07-17,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-17,5,175,,2,,"175 lb || 2 reps","58"
"Barbell Squat",2018-07-17,6,215,,5,,"215 lb || 5 reps","113"
"Barbell Squat",2018-07-17,7,215,,5,,"215 lb || 5 reps","113"
"Barbell Squat",2018-07-17,8,215,,5,,"215 lb || 5 reps","113"
"Barbell Squat",2018-07-19,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-19,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-19,3,85,,5,,"85 lb || 5 reps","47"
"Barbell Squat",2018-07-19,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-19,5,175,,2,,"175 lb || 2 reps","58"
"Barbell Squat",2018-07-19,6,220,,5,,"220 lb || 5 reps","117"
"Barbell Squat",2018-07-19,7,220,,5,,"220 lb || 5 reps","117"
"Barbell Squat",2018-07-19,8,220,,5,,"220 lb || 5 reps","117"
"Barbell Squat",2018-07-21,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-21,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-21,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-21,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-21,5,175,,2,,"175 lb || 2 reps","58"
"Barbell Squat",2018-07-21,6,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2018-07-21,7,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2018-07-21,8,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2018-07-23,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-23,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-23,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-23,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-23,5,180,,2,,"180 lb || 2 reps","60"
"Barbell Squat",2018-07-23,6,230,,5,,"230 lb || 5 reps","125"
"Barbell Squat",2018-07-23,7,230,,5,,"230 lb || 5 reps","125"
"Barbell Squat",2018-07-23,8,230,,5,,"230 lb || 5 reps","125"
"Barbell Squat",2018-07-25,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-25,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-25,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-25,4,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2018-07-25,5,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2018-07-25,6,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2018-07-25,7,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2018-07-25,8,235,,5,,"235 lb || 5 reps","129"
"Barbell Squat",2018-07-28,1,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-28,2,45,,5,,"45 lb || 5 reps","36"
"Barbell Squat",2018-07-28,3,95,,5,,"95 lb || 5 reps","50"
"Barbell Squat",2018-07-28,4,140,,3,,"140 lb || 3 reps","54"
